date,IC
2016-01-15,0.2309434410806859
2016-01-18,0.22244972553090597
2016-01-19,0.19582768193504166
2016-01-20,0.13853951424880895
2016-01-21,0.17563566211472642
2016-01-22,0.056163272490299454
2016-01-25,-0.0994575246117366
2016-01-26,-0.010818074742229006
2016-01-27,-0.0019906222301359663
2016-01-28,0.12608675019574678
2016-01-29,-0.07290283324070645
2016-02-01,0.02832699323121447
2016-02-02,-0.02930513868209746
2016-02-03,-0.16493206235289296
2016-02-04,-0.2101229363262541
2016-02-05,-0.23362837731337482
2016-02-15,-0.17817552119758023
2016-02-16,-0.2924841898129685
2016-02-17,-0.3447386016806818
2016-02-18,-0.2679307303256115
2016-02-19,-0.19927437300655781
2016-02-22,-0.12786399054954212
2016-02-23,-0.1557659197597752
2016-02-24,-0.07887544104392719
2016-02-25,0.004984948742807704
2016-02-26,0.08119500366383975
2016-02-29,0.27315414929756104
2016-03-01,0.18554265286200997
2016-03-02,0.17485002720477424
2016-03-03,0.18177454922910835
2016-03-04,0.3036678430646335
2016-03-07,0.30091092871199704
2016-03-08,0.23114374001706967
2016-03-09,0.2470109212180046
2016-03-10,0.21777707405200616
2016-03-11,0.22484862594832933
2016-03-14,0.14670567656958422
2016-03-15,0.19506097837508987
2016-03-16,0.23487130679471127
2016-03-17,0.16589604025052596
2016-03-18,0.04737544496933283
2016-03-21,-0.010805001688314799
2016-03-22,-0.1216184273520406
2016-03-23,-0.17344741475074626
2016-03-24,-0.14626119892410783
2016-03-25,-0.15770749358720457
2016-03-28,-0.10293517901968022
2016-03-29,-0.11348739698800442
2016-03-30,-0.1754510823703425
2016-03-31,-0.19270606153311126
2016-04-01,-0.11843168478632285
2016-04-05,-0.15207314543795256
2016-04-06,-0.14460122919866325
2016-04-07,-0.1600536941995783
2016-04-08,-0.18241261475411752
2016-04-11,-0.2064295679636931
2016-04-12,-0.21459779991329994
2016-04-13,-0.192563508408176
2016-04-14,-0.19201918289838626
2016-04-15,-0.1698932006148719
2016-04-18,-0.1562311636204965
2016-04-19,-0.1754759121335333
2016-04-20,-0.11515799995082723
2016-04-21,-0.07591071195045887
2016-04-22,-0.055612616471543704
2016-04-25,-0.06138245018159541
2016-04-26,-0.08146271997420487
2016-04-27,-0.04718348137370641
2016-04-28,-0.061973575053405366
2016-04-29,-0.05299638337275114
2016-05-03,-0.03751261390981019
2016-05-04,-0.014489630356258365
2016-05-05,-0.015804149519575695
2016-05-06,0.011501744813814059
2016-05-09,0.07425797858506487
2016-05-10,0.09011265952768588
2016-05-11,0.11730670460960066
2016-05-12,0.07329379818376419
2016-05-13,0.07626781280200325
2016-05-16,0.08386868821714275
2016-05-17,0.07886609366537002
2016-05-18,0.09530062931674206
2016-05-19,0.08431597414876034
2016-05-20,0.0683418832072842
2016-05-23,0.07557378085180681
2016-05-24,0.07130380702093041
2016-05-25,0.09382115201570149
2016-05-26,0.1005314414644516
2016-05-27,0.12666462420987643
2016-05-30,0.12850471722788356
2016-05-31,0.14108499726886858
2016-06-01,0.10982974605872532
2016-06-02,0.09189269435820419
2016-06-03,0.06992104110139535
2016-06-06,0.04166752964101252
2016-06-07,0.06652218247501906
2016-06-08,0.06081138046381465
2016-06-13,0.09121007978101003
2016-06-14,0.06810320994801725
2016-06-15,-0.0015707487808271053
2016-06-16,-0.026729703136854854
2016-06-17,-0.028803185950720043
2016-06-20,-0.06598056376553756
2016-06-21,-0.018453275887546968
2016-06-22,-0.011862658129919238
2016-06-23,-0.020218728024781266
2016-06-24,-0.026416628511342896
2016-06-27,-0.05999936867055303
2016-06-28,-0.05059148302057556
2016-06-29,-0.10852320888906979
2016-06-30,-0.11005324041160405
2016-07-01,-0.09796528236934866
2016-07-04,-0.10798763073132465
2016-07-05,-0.11665047925622604
2016-07-06,-0.1227466969996058
2016-07-07,-0.14803279850967116
2016-07-08,-0.1655355048257532
2016-07-11,-0.17003793988374696
2016-07-12,-0.12042052166945251
2016-07-13,-0.11523647511253095
2016-07-14,-0.12201070710678497
2016-07-15,-0.1507786379774182
2016-07-18,-0.1209726533252387
2016-07-19,-0.1002190997506405
2016-07-20,-0.09746335454921358
2016-07-21,-0.12900817664344752
2016-07-22,-0.12292914026462394
2016-07-25,-0.14222003449488246
2016-07-26,-0.16730776772635675
2016-07-27,-0.08786365998445281
2016-07-28,-0.06375860969172129
2016-07-29,-0.007026301434851337
2016-08-01,0.009457076104209726
2016-08-02,-0.010827299971919096
2016-08-03,-0.0068367907047089645
2016-08-04,-0.0306345588529708
2016-08-05,-0.03287894790789795
2016-08-08,-0.013161991960392508
2016-08-09,-0.04300146014549095
2016-08-10,-0.025879761086528955
2016-08-11,0.013141253804855346
2016-08-12,0.020575699298016958
