date,0,1,2,3,4
2016-01-15,0.07324145298171657,0.04198132775881226,0.010949546412540017,0.004250582175970864,-0.019968171205071925
2016-01-18,0.055677653459130144,0.03454871315308472,0.023155704213094777,0.016958684635551044,0.023334990410207028
2016-01-19,-0.00704858997321449,-0.015287442677553421,-0.019080485187520427,-0.01764555847026436,-0.008942465270044215
2016-01-20,0.00013379925914833938,-0.005681224121917838,0.005142936279966133,0.000728885285869176,0.021056705924827508
2016-01-21,-0.03163833768391426,-0.042837045165603764,-0.03977200205608218,-0.03959881064172115,-0.026884037533810776
2016-01-22,-0.04199163475035318,-0.05947094185274207,-0.05251536223372085,-0.03604323888930214,-0.04533666041054604
2016-01-25,-0.1197762498122069,-0.09738186907063112,-0.1143612725061685,-0.10833752901167776,-0.09535281686513715
2016-01-26,-0.02799857978404275,-0.010430718024994652,-0.006083522594341665,-0.002417782567829249,0.002044332093416831
2016-01-27,0.04939154195095084,0.06658877954012757,0.059439842873557074,0.054139299902251366,0.0465972220099193
2016-01-28,0.13396902130125177,0.1261065787951013,0.1174409291735111,0.09258176388369725,0.0765624296247926
2016-01-29,0.053482109454380346,0.055545881134595645,0.0520175455698035,0.03348906292173308,0.016154026577572863
2016-02-01,0.12989698064875133,0.08765770637686138,0.0908717304171054,0.07066997055754638,0.031651775224468465
2016-02-02,0.1004495819915477,0.06951950926638376,0.049314462295000354,0.03440099963122416,-0.009648133363408664
2016-02-03,0.0693586141377536,0.03839404048123433,0.02145981953953371,-0.007027048157103467,-0.032946488112072445
2016-02-04,0.020043957042242114,-0.0017177039784560155,-0.013751323889676221,-0.038502298655170304,-0.06779597118984862
2016-02-05,0.012758750154422382,0.003845645971361887,-0.016824024781072294,-0.024631480491095325,-0.039653264521359206
2016-02-15,0.04469811806614917,0.049439441310032604,0.018337825145106026,0.00844813139384991,-0.01295092943826884
2016-02-16,-0.0025955835841562046,-0.0033230065585464967,-0.019700956484046423,-0.054058949741882675,-0.05592178312338461
2016-02-17,-0.019551730405721824,-0.04092097402738087,-0.04709196446158364,-0.06768374040766888,-0.07270769030465939
2016-02-18,-0.010979432539320197,-0.011981735755847475,-0.00905570156965846,-0.025534701502534892,-0.03916526572566231
2016-02-19,0.02732600058889173,0.022239781573152696,0.013245312257197437,0.002323343772533288,-0.00946719325678322
2016-02-22,0.011574131809800004,0.01564537317198263,0.012545389744838955,0.02140420395616679,-0.0018206689647102172
