year,v14_return
2016,0.04617346477323658
2017,0.47975853248049694
2018,-0.051819905436305325
2019,0.33992700448362134
2020,0.5755345361074184
2021,0.13682384211605259
2022,-0.01678058877141364
2023,-0.040129259685320995
2024,0.06438296656815368
2025,0.30695744853417484
