date,0,1,2,3,4
2016-01-15,-0.012880791557388124,0.0009772011235973687,0.020153443642457698,0.039500904109809366,0.06271995345608657
2016-01-18,0.015178338486779054,0.015528256109394045,0.022382148866806006,0.04494046711955867,0.05564653528852993
2016-01-19,-0.021796100402403682,-0.021821457018052094,-0.02383529435937405,-0.004970182027438268,0.0044870853004348515
2016-01-20,-0.005543486368051674,-0.0017758196713211387,0.004821626825347205,0.008337959674255591,0.015567228147324724
2016-01-21,-0.04854104396979216,-0.041159381220552474,-0.0339871478000282,-0.03679430433051907,-0.020200823239349908
2016-01-22,-0.04899166379860988,-0.05085363535963061,-0.03829939533132787,-0.0514456761493592,-0.045733065478591135
2016-01-25,-0.10376094374222988,-0.10015784933773446,-0.0998969870540057,-0.11263823394855128,-0.11883021297897442
2016-01-26,-0.0030926054241355153,-0.003789664639392777,0.004286269736944206,-0.014662917620212624,-0.02762735293099478
2016-01-27,0.06592427698902144,0.05728370909980006,0.05971020733586013,0.05543942690269436,0.037722169507392635
2016-01-28,0.1230366287051317,0.11169588734224722,0.10847298784293365,0.10124825821667502,0.10222420561541229
2016-01-29,0.06266238433660798,0.055267053347314195,0.04819745663448637,0.02935258031311318,0.015188614699140904
2016-02-01,0.09994513150934996,0.10723163842733612,0.07790195007895998,0.07363397919586122,0.051975139453513376
2016-02-02,0.06818821541225505,0.06674584360453267,0.05270605700659804,0.03601618884705352,0.020530167818118686
2016-02-03,0.03809491902841224,0.03478270846810881,0.019862857700693858,0.006143441353984221,-0.009499576126461125
2016-02-04,-0.004708476491561883,-0.002807066041255874,-0.02057732365155498,-0.026233942548092137,-0.04742828077454594
2016-02-05,0.0009048453753047613,0.006117134617832007,-0.012120312315205495,-0.020885034860941808,-0.03773333681274063
2016-02-15,0.033892315357489426,0.03718190833303058,0.02370541045573242,0.013609166799840656,-0.00042421869265190845
2016-02-16,-0.01915182644141231,-0.01617879856778071,-0.01663191577385573,-0.038364128389323994,-0.04526046666527644
