month,ts_code,factor_score
2024-01,000975.SZ,0.764331890975335
2024-01,300100.SZ,0.7630262992356058
2024-01,002465.SZ,0.7585118138411829
2024-01,603087.SH,0.7574449286768015
2024-01,601918.SH,0.7557511269609736
2024-01,300315.SZ,0.753515592095382
2024-01,600886.SH,0.7507009053472035
2024-01,601699.SH,0.742607877833031
2024-01,002281.SZ,0.7375227872530836
2024-01,600547.SH,0.7371211605877295
2024-01,601000.SH,0.73154485283921
2024-01,000997.SZ,0.7306582547427125
2024-01,002128.SZ,0.7293821042852859
2024-01,600129.SH,0.7224222987787388
2024-01,003021.SZ,0.7215043087930613
2024-01,601899.SH,0.71670357614412
2024-01,300136.SZ,0.7154704703552162
2024-01,603993.SH,0.7149126355288529
2024-01,300001.SZ,0.7078202167973056
2024-01,000937.SZ,0.707809537190578
2024-01,600489.SH,0.7044958726104836
2024-01,601577.SH,0.7023302101458735
2024-01,600919.SH,0.7010728566901315
2024-01,601006.SH,0.6990590445324727
2024-01,603569.SH,0.6984580692126012
2024-01,600000.SH,0.6975188321952068
2024-01,601901.SH,0.695485121759476
2024-01,601211.SH,0.6921281983064281
2024-01,000021.SZ,0.6838299815159895
2024-01,603826.SH,0.6803561835306964
2024-01,600028.SH,0.6790161011470418
2024-01,600729.SH,0.6777342428968105
2024-01,601728.SH,0.6768670915583397
2024-01,601916.SH,0.6737032144967249
2024-01,688012.SH,0.670330179216829
2024-01,600895.SH,0.6653321806536985
2024-01,000166.SZ,0.6627558237417814
2024-01,600363.SH,0.6613983882086613
2024-01,600777.SH,0.6609657270512066
2024-01,601099.SH,0.6605215151974276
2024-01,603298.SH,0.6592332857359029
2024-01,688475.SH,0.6553986668165126
2024-01,000703.SZ,0.6549422028338652
2024-01,603728.SH,0.6545592240804557
2024-01,000333.SZ,0.6533601480632512
2024-01,603160.SH,0.6494664876991944
2024-01,600150.SH,0.6484778434375
2024-01,600018.SH,0.6463296909676095
2024-01,002126.SZ,0.6422829243711985
2024-01,002078.SZ,0.6417258528608561
2024-01,000100.SZ,0.6393471736859765
2024-01,000541.SZ,0.6385190570211069
2024-01,002028.SZ,0.6385180049903808
2024-01,000895.SZ,0.6355869347346477
2024-01,002393.SZ,0.6310924695463934
2024-01,300502.SZ,0.6285684810156351
2024-01,300573.SZ,0.628226070284873
2024-01,002422.SZ,0.6275170068472233
2024-01,000962.SZ,0.6260919207156249
2024-01,688088.SH,0.6258834160416779
2024-01,002635.SZ,0.623770799854149
2024-01,688017.SH,0.6225669772904223
2024-01,300498.SZ,0.6196146014249232
2024-01,601825.SH,0.6192131762816326
2024-01,000800.SZ,0.6111606261861275
2024-01,002223.SZ,0.6090928833972488
2024-01,601088.SH,0.607617094795073
2024-01,000725.SZ,0.60585978939083
2024-01,301269.SZ,0.6043742693188799
2024-01,600983.SH,0.6021945649476876
2024-01,600060.SH,0.597895037810952
