date,IC
2017-11-07,0.07928445599035214
2017-11-08,0.07215024551239359
2017-11-09,0.03457762604593044
2017-11-10,0.0494323404596609
2017-11-13,0.04401712756617189
2017-11-14,0.065107607899537
2017-11-15,0.11887543113536603
2017-11-16,0.11022462808836757
2017-11-17,0.048031871864449203
2017-11-20,0.02040601568406172
2017-11-21,-0.00518547116987771
2017-11-22,0.027422639097173514
2017-11-23,0.14938643813041788
2017-11-24,0.17415150180617284
2017-11-27,0.22232685369199123
2017-11-28,0.19197206955256227
2017-11-29,0.14068684461117062
2017-11-30,0.207466304114562
2017-12-01,0.2111976089662023
2017-12-04,0.14191988755848184
2017-12-05,0.1338386466324649
2017-12-06,0.22043836478251108
2017-12-07,0.2514584565972431
2017-12-08,0.2184882238053827
2017-12-11,0.20628412253695125
2017-12-12,0.17146418781726924
2017-12-13,0.12133094310888012
2017-12-14,0.13157761740929014
2017-12-15,0.1809024025304706
2017-12-18,0.19290259818029096
2017-12-19,0.14457249610632353
2017-12-20,0.13277632590182412
2017-12-21,0.056292453807805745
2017-12-22,0.07097761928949235
2017-12-25,0.06955035630826595
2017-12-26,0.072557498655214
2017-12-27,0.09400803564743009
2017-12-28,0.08151016090360887
2017-12-29,0.07524287210934133
2018-01-02,0.030943332426561703
2018-01-03,0.0880927772277822
2018-01-04,0.11588390646268218
2018-01-05,0.19370156374588138
2018-01-08,0.17067011875302898
2018-01-09,0.1501294759809837
2018-01-10,0.08420782656123421
2018-01-11,0.1098814836187195
2018-01-12,0.07039201172638254
2018-01-15,0.1059529299791467
2018-01-16,0.125118109927591
2018-01-17,0.20776032497281818
2018-01-18,0.229912728882902
2018-01-19,0.24947139437569732
2018-01-22,0.226612102707359
2018-01-23,0.16771642028888878
2018-01-24,0.1854115306239058
2018-01-25,0.19334317428912137
2018-01-26,0.17094502766791006
2018-01-29,0.15674191904080392
2018-01-30,0.1933609111650268
2018-01-31,0.11318989130091743
2018-02-01,0.07120536282027992
2018-02-02,-0.029414190553464316
2018-02-05,-0.03540222669521034
2018-02-06,-0.07656137920022392
2018-02-07,0.003826000662554837
2018-02-08,0.03457984254440427
2018-02-09,0.036265323781048665
2018-02-12,0.004292526513003739
2018-02-13,-0.0524429742434762
2018-02-14,-0.1061534969154877
2018-02-22,-0.19602035857977432
2018-02-23,-0.18937511200738905
2018-02-26,-0.180110417840991
2018-02-27,-0.16220627234321616
2018-02-28,-0.20118573683016788
2018-03-01,-0.17635506203861287
2018-03-02,-0.154844603446931
2018-03-05,-0.14614700654086063
2018-03-06,-0.18291809060108807
2018-03-07,-0.18609107711574108
2018-03-08,-0.21931653420357958
2018-03-09,-0.13968709839345647
2018-03-12,-0.13015267516354626
2018-03-13,-0.12160541805067464
2018-03-14,-0.1648250112796222
2018-03-15,-0.20761943565138904
2018-03-16,-0.2343910952895439
2018-03-19,-0.21737630707338346
2018-03-20,-0.20757849185942034
2018-03-21,-0.17653958122236169
2018-03-22,-0.12351771356961468
2018-03-23,-0.10183544878201717
2018-03-26,-0.1019508341144958
2018-03-27,-0.0627908035221621
2018-03-28,-0.018674749582293815
2018-03-29,0.006549029877268393
2018-03-30,0.005676716251069504
2018-04-02,0.04829400996725241
2018-04-03,0.06329174206715754
2018-04-04,0.08603179511259039
2018-04-09,0.09893298660912454
2018-04-10,0.07426453113921465
2018-04-11,0.10647850328890152
2018-04-12,0.1418189968702581
2018-04-13,0.14572133080635186
2018-04-16,0.15009775070671127
2018-04-17,0.16987883125217726
2018-04-18,0.1619293250265183
2018-04-19,0.1628613257628311
2018-04-20,0.14910274138727092
2018-04-23,0.11533730181566208
2018-04-24,0.05403202620771199
2018-04-25,0.06597223073105618
2018-04-26,0.08001741159836744
2018-04-27,0.03121472445498058
2018-05-02,0.025453525651163423
2018-05-03,0.03523788548473129
2018-05-04,-0.003126475620079956
2018-05-07,-0.014039477671795588
2018-05-08,0.008385542948464612
2018-05-09,0.026846938615243333
2018-05-10,0.043864267431428704
2018-05-11,0.07289556614868126
2018-05-14,0.0365611283577099
2018-05-15,0.04584644742114299
2018-05-16,0.04532497503405822
2018-05-17,0.0627890266390492
2018-05-18,0.09754704927036217
2018-05-21,0.1313245331136271
2018-05-22,0.1657059651154344
2018-05-23,0.14147737730621826
2018-05-24,0.1595664768419453
2018-05-25,0.16238016731512772
2018-05-28,0.12987603519099977
2018-05-29,0.1280838673719805
2018-05-30,0.09690679376042025
2018-05-31,0.13599658192503722
2018-06-01,0.1795303390851482
2018-06-04,0.13905137452744662
2018-06-05,0.09525390967686048
2018-06-06,0.07683438472760147
2018-06-07,0.06924711803412677
2018-06-08,0.10256979088540995
2018-06-11,0.12819655437808036
2018-06-12,0.1311855956913036
2018-06-13,0.15695062930236583
2018-06-14,0.20501013072629176
2018-06-15,0.18441476477009555
2018-06-19,0.10490994174981005
2018-06-20,0.03461838183345107
2018-06-21,0.049724874019802794
2018-06-22,0.04668272815585724
2018-06-25,0.010979469625574827
2018-06-26,-0.005159919312995187
2018-06-27,0.032052642512888876
2018-06-28,-0.03561008738353312
2018-06-29,-0.08093838886352932
2018-07-02,-0.0944248301293517
2018-07-03,-0.023336588601965563
2018-07-04,-0.01666390366007545
2018-07-05,0.03551197863656436
2018-07-06,-0.04039046727681739
2018-07-09,-0.14637249086530715
2018-07-10,-0.15903784340909954
2018-07-11,-0.2274188856733396
2018-07-12,-0.2124679071009032
2018-07-13,-0.22717696107789254
2018-07-16,-0.19386381768213884
2018-07-17,-0.1888871667509037
2018-07-18,-0.1972065043166202
2018-07-19,-0.2433416600499144
2018-07-20,-0.24372633438419022
2018-07-23,-0.21981141359521597
2018-07-24,-0.16204734400054963
2018-07-25,-0.1659458147128844
2018-07-26,-0.07111147415703382
2018-07-27,-0.08875138590018929
2018-07-30,-0.0020391424137959856
2018-07-31,0.0011718587248629962
2018-08-01,0.0008631243691721624
2018-08-02,-0.07000816830633479
2018-08-03,0.016948019861973845
2018-08-06,0.08989575754658931
2018-08-07,0.06347310789355146
2018-08-08,0.06950377197677644
2018-08-09,-0.00202735082507416
2018-08-10,-0.06144332788649022
2018-08-13,-0.12470498165345809
2018-08-14,-0.09523082868389285
2018-08-15,-0.13793287806376198
2018-08-16,-0.14489693581019186
2018-08-17,-0.1389382545738191
2018-08-20,-0.11850911692016526
2018-08-21,-0.15782704974089712
2018-08-22,-0.12480527357038762
2018-08-23,-0.16690919043688635
2018-08-24,-0.10083160160420226
2018-08-27,-0.15883465114309137
2018-08-28,-0.10743422445703424
2018-08-29,-0.06398963701808416
2018-08-30,-0.0636621522212853
2018-08-31,-0.1306989152298478
2018-09-03,-0.1694686567124531
2018-09-04,-0.16758275815361887
2018-09-05,-0.007570508802598017
2018-09-06,0.10967998130288534
2018-09-07,0.11186255665930547
2018-09-10,0.0710230283511781
2018-09-11,0.0716714137434601
2018-09-12,0.12187516062711211
2018-09-13,0.1870682793022788
2018-09-14,0.21219792933468723
2018-09-17,0.15668906650224712
2018-09-18,0.08635652757870266
2018-09-19,0.009134680523177759
2018-09-20,-0.013007340879437357
2018-09-21,-0.08964872494308256
2018-09-25,-0.1257480356637243
2018-09-26,-0.13240338812403138
2018-09-27,-0.14801774902385065
2018-09-28,-0.09788816540601249
2018-10-08,-0.10775335090716762
2018-10-09,-0.06922757672001813
2018-10-10,-0.07247316988365497
2018-10-11,-0.18838838943044495
2018-10-12,-0.28645332220339353
2018-10-15,-0.32881561926437225
2018-10-16,-0.34562028634865855
2018-10-17,-0.3554949753716774
2018-10-18,-0.3605096630276958
2018-10-19,-0.41339000638057133
2018-10-22,-0.42174883283184006
2018-10-23,-0.37610831425220914
2018-10-24,-0.36932202318396934
2018-10-25,-0.3496897933055318
2018-10-26,-0.23741094533914867
2018-10-29,-0.21287157888360286
2018-10-30,-0.2058744938486101
2018-10-31,-0.247203768945663
2018-11-01,-0.24303127279847708
2018-11-02,-0.27495528803277897
2018-11-05,-0.23877178912800076
2018-11-06,-0.2618515735064858
2018-11-07,-0.23251435181681815
2018-11-08,-0.21114572038732324
2018-11-09,-0.21357132263430378
2018-11-12,-0.1211137753250085
2018-11-13,-0.06481620428812991
2018-11-14,-0.03834552592625577
2018-11-15,0.01198882990020316
2018-11-16,0.12240658681674957
2018-11-19,0.10249645028190722
2018-11-20,0.04243249847858416
2018-11-21,0.07644679415395464
2018-11-22,0.0680636770642298
2018-11-23,-0.01587931028543251
2018-11-26,0.026479631330869165
2018-11-27,0.07148048026581423
2018-11-28,0.08839111453659879
2018-11-29,0.08048221713675764
2018-11-30,0.0853726141982426
2018-12-03,0.04419066605666216
2018-12-04,0.029927766693497938
2018-12-05,-7.410217313984162e-05
2018-12-06,-0.03748084173525078
2018-12-07,-0.03129835762245033
2018-12-10,-0.049567158898179337
2018-12-11,-0.05740136289955761
2018-12-12,-0.0943096005045567
2018-12-13,-0.11322755772549807
2018-12-14,-0.10556707361329849
2018-12-17,-0.0323762173159421
