date,0,1,2,3,4
2016-01-15,-0.02313865761140002,0.020557723431570966,0.040353124468103706,0.027393709376952003,0.04543292688896939
2016-01-18,-0.0051566424752649154,0.022999526374748686,0.04418277328729949,0.0388782846829325,0.052771804001351945
2016-01-19,-0.043355826386454285,-0.02258400541732225,-0.005324664261855877,-0.005932429939696755,0.009361255293770571
2016-01-20,-0.017389248317602517,-0.0025314402771042365,0.01273901352988345,0.005627378704989808,0.02301690153459542
2016-01-21,-0.056236040171599604,-0.05010040034558703,-0.031869870928238994,-0.027911184916237446,-0.014555670045055433
2016-01-22,-0.052874149808093115,-0.050863952490332806,-0.0466794526546527,-0.04740931192511171,-0.03751672669409585
2016-01-25,-0.09027660574915027,-0.10377823833181105,-0.11266966694559609,-0.11252528412375833,-0.1160971497623106
2016-01-26,-0.010892977751069883,0.0015381439982203086,-0.013912972871029817,0.0006344976074255899,-0.022252961861337683
2016-01-27,0.04461522740470353,0.06957044205180506,0.06076924815380259,0.06274226313779036,0.0384817209451988
2016-01-28,0.07362845664396184,0.11618465324533599,0.11869276175393915,0.12753989506561514,0.11089560985860553
2016-01-29,0.04317064839440943,0.05665274612691759,0.04224657624857188,0.04873338057785804,0.01996132632264686
2016-02-01,0.06937810191776037,0.08451274914843869,0.08606696318939633,0.09318022876554616,0.07758777244904391
2016-02-02,0.04593433000318237,0.06090446447280795,0.0481623816686278,0.05380116218787246,0.03548764079983051
2016-02-03,0.03400599863951917,0.030182879223153016,0.01994302611416902,0.02207856338611672,-0.016807098703852975
2016-02-04,0.0016316004828981125,-0.006763481474884314,-0.020729796643576524,-0.025486226435113297,-0.05040789461304187
2016-02-05,0.011989911400226087,0.0033136555328658265,-0.014692492872439433,-0.019195968638604732,-0.045131809417798915
2016-02-15,0.03766543769886387,0.035746368552006816,0.02715772249424523,0.008334589900150215,-0.0009546188207240403
2016-02-16,0.004720792443888326,-0.009914729218267582,-0.023096202776192894,-0.04267277710281525,-0.06461516631094685
2016-02-17,-0.00823425239620573,-0.031421676930490264,-0.045637821385889246,-0.07180135713815078,-0.09083607656939705
2016-02-18,0.010942089350354456,-0.004392117653636806,-0.02191212901266022,-0.03198997268530481,-0.049418975983088746
2016-02-19,0.029553638149679626,0.023506714554552298,0.013384466000390345,0.00435543013429768,-0.01507816419681492
2016-02-22,0.019198371308006768,0.019249032478162363,0.023250264189579324,0.0031031667867589038,-0.00540284544051836
2016-02-23,0.021764799381287118,0.021943844848906685,0.020814360153095915,0.008256475945780568,-0.009088220421242334
2016-02-24,0.015268262102636123,0.016778570848093022,0.021747571502768907,0.010365787827245829,0.0007268470885430598
2016-02-25,0.07658348053675265,0.08581348775751874,0.09554035601105633,0.08641509957526482,0.07850465717936052
2016-02-26,0.07039960427040723,0.08327933191480781,0.1041331982904513,0.08955392481057738,0.09170665186002479
2016-02-29,0.0988345568410041,0.1277835642584679,0.15416370146807892,0.15756193365752919,0.17920592427469487
2016-03-01,0.06707386918092337,0.08950117684652169,0.09447836178474087,0.1031365126519708,0.12240129429960482
2016-03-02,0.055466726897694114,0.06464646558251516,0.07372142162676286,0.08294643343435491,0.10287523141570586
